command,mean,stddev,median,user,system,min,max,parameter_file
sqlite2dir xxcargo.sqlite3 ex-2dir,5.3401870570200005,0.08508083378262254,5.31120121302,0.5457731,4.76508154,5.27682331752,5.4615224845200006,xxcargo.sqlite3
"echo .quit |sqlite3 xxcargo.sqlite3  -json -cmd ""select * from c2"" > ex_sqlite.json",0.74879660952,0.02962884254768077,0.7428567555200001,0.6795385999999999,0.04801604,0.7194523595200001,0.79002056752,xxcargo.sqlite3
"sqlite-utils query xxcargo.sqlite3 ""SELECT * FROM c2"" > ex_sqlite_utils.json ",1.50500592202,0.22426912189308615,1.40060929702,1.8534845999999998,1.41091204,1.3778155265199998,1.84098956752,xxcargo.sqlite3
"duckdb -json xxcargo.sqlite3 -c ""FROM c2"" > ex_duckdb.json",1.1027357652699998,0.022819807873031596,1.09539035902,1.31057885,0.09208904,1.0843463175199999,1.1358160255199998,xxcargo.sqlite3
./litexp xxcargo.sqlite3 ex_4242,0.7397352757700001,0.016641941592646713,0.7380578800200002,0.6809713499999999,0.04282529,0.7234511925200001,0.7593741505200001,xxcargo.sqlite3
